Theta,A-X (meter),A-Y (meter),B-X (meter),B-Y (meter),C-X (meter),C-Y (meter),D-X (meter),D-Y (meter),D0-X (meter),D0-Y (meter),A-X Vel (meter/sec),A-Y Vel (meter/sec),B-X Vel (meter/sec),B-Y Vel (meter/sec),C-X Vel (meter/sec),C-Y Vel (meter/sec),D-X Vel (meter/sec),D-Y Vel (meter/sec),D0-X Vel (meter/sec),D0-Y Vel (meter/sec),A-X Acc (meter/sec**2),A-Y Acc (meter/sec**2),B-X Acc (meter/sec**2),B-Y Acc (meter/sec**2),C-X Acc (meter/sec**2),C-Y Acc (meter/sec**2),D-X Acc (meter/sec**2),D-Y Acc (meter/sec**2),D0-X Acc (meter/sec**2),D0-Y Acc (meter/sec**2)
0.481131369,-0.014143403,0.027092061,-0.048730177,0.112036859,0.291081847,0.028151299,0.303747794,0.017880443,-0.041811077,0.095047899,-0.08510898,-0.044489334,-0.002696326,-0.010922552,0.016094527,0.065197354,-0.007038815,0.036727704,-0.019178856,-0.01763591,0.139762042,-0.267387928,-0.111710146,-0.463039125,0.666802587,2.763907967,0.672351565,2.901702713,-0.061415729,-0.423908872
0.533504721,-0.015541831,0.026313783,-0.048790081,0.111791544,0.29143942,0.029615599,0.303721273,0.018889305,-0.042138686,0.094695992,-0.082664038,-0.048882793,-0.004456795,-0.018452258,0.026602859,0.110142606,0.00368244,0.083953096,-0.020098243,-0.024538366,0.153563976,-0.259706621,-0.098981428,-0.440366259,0.590824587,2.628572006,0.610302705,2.763711204,-0.048472367,-0.404234313
0.585879604,-0.016897612,0.025463379,-0.048877411,0.111423921,0.291960698,0.031809961,0.30386379,0.020665698,-0.042479706,0.094231813,-0.07999252,-0.053142267,-0.00597916,-0.025597557,0.035689935,0.152793313,0.01318807,0.12881091,-0.020781832,-0.0311065,0.166945001,-0.251313481,-0.083274161,-0.416992354,0.497067445,2.489051536,0.527357143,2.618352371,-0.033230346,-0.383856558
0.638255985,-0.01820703,0.024543183,-0.048987822,0.110940473,0.292619749,0.034695689,0.304152425,0.023169335,-0.042829918,0.093661015,-0.077101747,-0.057256082,-0.007220449,-0.032350496,0.043099251,0.193101993,0.021173323,0.171212555,-0.021196708,-0.037331614,0.179868436,-0.242231507,-0.065377886,-0.393343144,0.390243926,2.347887809,0.428674678,2.469515966,-0.016328635,-0.363120795
0.690633823,-0.019466496,0.023555715,-0.04911636,0.110347762,0.293386997,0.038233613,0.304559877,0.026358935,-0.043184642,0.092989353,-0.073999644,-0.061212961,-0.008150236,-0.038709181,0.0486492,0.231057349,0.02741572,0.211124304,-0.021320117,-0.043209938,0.19229886,-0.232485592,-0.046005229,-0.369723817,0.27460771,2.206902527,0.31894349,2.31994087,0.00165558,-0.342276152
0.743013075,-0.020672558,0.022503683,-0.049257657,0.109652345,0.294230407,0.042384599,0.305055762,0.030192991,-0.043538892,0.092222613,-0.070694714,-0.065002061,-0.008749222,-0.04467595,0.052224584,0.266673334,0.031766188,0.248550296,-0.02113832,-0.048741173,0.204202212,-0.222102451,-0.025777319,-0.346340432,0.153866367,2.067325648,0.202273118,2.171471559,0.020218581,-0.321492818
0.795393687,-0.02182191,0.02138997,-0.049406107,0.108860713,0.295116514,0.047109893,0.305607754,0.034630288,-0.043887522,0.091366565,-0.067196014,-0.068612994,-0.009007667,-0.050255899,0.053767258,0.299980363,0.034139057,0.283519501,-0.020645336,-0.053927318,0.215545866,-0.21111054,-0.005219972,-0.323321276,0.031158512,1.92992291,0.082160881,2.025275898,0.03893319,-0.300879115
0.847775606,-0.022911401,0.020217628,-0.049556009,0.10797926,0.29601129,0.052371338,0.306182556,0.039630232,-0.044225342,0.090426934,-0.063513134,-0.072035864,-0.008923819,-0.055455748,0.053266768,0.33101856,0.034501938,0.316075988,-0.019841682,-0.058771771,0.226298719,-0.199539993,0.015232771,-0.300736321,-0.090925,1.795111988,-0.038491051,1.882025006,0.057445957,-0.280497045
0.900158768,-0.023938047,0.018989871,-0.049701691,0.107014258,0.296880874,0.058131489,0.306746708,0.045153037,-0.044547217,0.089409381,-0.059656169,-0.075261288,-0.008502451,-0.060283019,0.050751598,0.359832814,0.032866174,0.346271899,-0.018733194,-0.063278673,0.236431303,-0.18742252,0.03523058,-0.278613855,-0.210293027,1.663061738,-0.15732734,1.742037797,0.075470722,-0.26037558
0.952543107,-0.024899032,0.017710065,-0.049837604,0.105971853,0.297692144,0.064353665,0.307267243,0.05115982,-0.044848144,0.088319496,-0.055635691,-0.078280427,-0.007753546,-0.064745452,0.046281346,0.386469327,0.029278254,0.37416256,-0.017329975,-0.067452447,0.245915848,-0.174791336,0.05449651,-0.256954027,-0.325292469,1.533773015,-0.2724748,1.605394104,0.092780377,-0.240521482
1.004928552,-0.025791723,0.016381716,-0.0499584,0.104858061,0.298413186,0.071001952,0.307712211,0.057612622,-0.04512332,0.087162792,-0.051462719,-0.081085004,-0.00669117,-0.06885063,0.039939966,0.410973369,0.023812357,0.399803252,-0.01564548,-0.071297505,0.254726354,-0.161681062,0.072815968,-0.235739433,-0.434642382,1.407141916,-0.382472024,1.472020972,0.109198045,-0.220927753
1.057315026,-0.026613672,0.015008466,-0.050058996,0.103678777,0.299013648,0.07804117,0.308051082,0.064474391,-0.045368186,0.085944715,-0.047148691,-0.083667333,-0.00533252,-0.072605758,0.031830109,0.433387942,0.016564071,0.423247227,-0.013695755,-0.074818073,0.262838671,-0.148127627,0.09002599,-0.214943097,-0.537370016,1.283007434,-0.486200312,1.341756721,0.124588527,-0.20158
1.109702449,-0.027362628,0.013594079,-0.050134613,0.102439777,0.299465011,0.085436832,0.308255063,0.071708938,-0.045578471,0.084670637,-0.042705433,-0.086020336,-0.003697148,-0.076017553,0.022068481,0.453753141,0.007645221,0.444544631,-0.011498805,-0.07801811,0.270230566,-0.134168182,0.106005444,-0.194534274,-0.632752332,1.161186037,-0.582820036,1.214397112,0.138850469,-0.182461054
1.162090736,-0.028036536,0.012142432,-0.050180815,0.101146731,0.299740792,0.093155095,0.308297328,0.07928088,-0.045750214,0.083345871,-0.038145121,-0.088137563,-0.001806336,-0.079092217,0.010782119,0.472105987,-0.002820304,0.463742085,-0.009074093,-0.080901286,0.276881777,-0.119840993,0.120666441,-0.174482498,-0.7202647,1.041495888,-0.671714497,1.089727674,0.151909509,-0.163554197
1.214479797,-0.028633551,0.010657503,-0.05019353,0.099805211,0.29981669,0.101162708,0.308153195,0.087155581,-0.045879789,0.081975669,-0.033480257,-0.090013211,0.000317392,-0.081835467,-0.001894539,0.488480611,-0.01469986,0.48088272,-0.006442138,-0.083471015,0.282774072,-0.105185334,0.133946822,-0.154760234,-0.799536914,0.923775706,-0.752442621,0.967548498,0.163712292,-0.144845225
1.266869542,-0.029152035,0.009143362,-0.050169071,0.098420694,0.299670691,0.109426967,0.307800247,0.095299099,-0.045963919,0.080565228,-0.028723625,-0.091642139,0.002650663,-0.084252596,-0.015821953,0.502908664,-0.027854763,0.496006548,-0.003624194,-0.085730504,0.287891306,-0.090241364,0.145804083,-0.135344953,-0.870315763,0.80787812,-0.824676699,0.847664205,0.174221423,-0.126324221
1.319259875,-0.029590568,0.00760416,-0.050104144,0.096998575,0.299283137,0.117915678,0.307218418,0.103678132,-0.045999683,0.079119692,-0.023888264,-0.093019882,0.005169508,-0.08634857,-0.030857094,0.515419658,-0.042141603,0.509150608,-0.000642045,-0.087682832,0.292219451,-0.075050051,0.156213348,-0.116219134,-0.932446944,0.693719978,-0.888270022,0.729966707,0.18341457,-0.107985296
1.3716507,-0.029947947,0.006044116,-0.049995858,0.095544166,0.298636773,0.126597127,0.306390051,0.11225998,-0.045984531,0.077644156,-0.018987427,-0.094142664,0.007849627,-0.088128116,-0.046854886,0.526041871,-0.057414771,0.520350178,0.002482217,-0.089331025,0.29574664,-0.059653031,0.165155699,-0.097372136,-0.985824491,0.581219941,-0.943034869,0.614318364,0.191273869,-0.089828297
1.424041915,-0.030223193,0.004467505,-0.04984173,0.094062703,0.297716773,0.135440064,0.305299935,0.121012519,-0.045916277,0.076143664,-0.014034547,-0.095007408,0.010666509,-0.08959583,-0.063669017,0.534802739,-0.073526798,0.529638989,0.005726298,-0.090678144,0.29846321,-0.044092507,0.172623838,-0.078799002,-1.030402052,0.47035577,-0.98892162,0.500665996,0.197791695,-0.071857687
1.47643342,-0.030415551,0.002878649,-0.049639685,0.092559346,0.296510754,0.144413693,0.303935324,0.129904179,-0.045793113,0.074623206,-0.009043198,-0.095611743,0.013595548,-0.090756278,-0.081152625,0.541729523,-0.090329317,0.537049995,0.009067799,-0.09172737,0.300361712,-0.028411128,0.178614542,-0.06050102,-1.06616077,0.361134008,-1.025891022,0.388980494,0.20296396,-0.054083027
1.528825111,-0.030524495,0.001281903,-0.049388059,0.091039175,0.295008783,0.153487677,0.302285949,0.138903934,-0.045613601,0.073087721,-0.004027064,-0.095954013,0.016612122,-0.091614099,-0.099158727,0.546849901,-0.107673595,0.542616015,0.012484285,-0.09248208,0.301436944,-0.012651875,0.183128213,-0.042485255,-1.093103023,0.253596841,-1.05393316,0.279272648,0.206789944,-0.036518567
1.581216886,-0.030549725,-0.000318357,-0.049085598,0.089507197,0.293203376,0.162632145,0.300344022,0.147981313,-0.045376678,0.071542086,0.001000109,-0.09603328,0.019691632,-0.092174099,-0.117540471,0.550192445,-0.125410817,0.546370294,0.015953327,-0.092945936,0.30168596,0.003142056,0.186166898,-0.024762971,-1.111246139,0.147834326,-1.07306672,0.171601818,0.20927081,-0.019181664
1.633608641,-0.030491173,-0.001917744,-0.048731458,0.087968332,0.291089494,0.171817717,0.29810423,0.157106404,-0.045081655,0.069991117,0.006024541,-0.095849326,0.022809524,-0.092441315,-0.13615136,0.551787513,-0.143392561,0.54834734,0.019452528,-0.093122917,0.301108073,0.018927373,0.187734986,-0.007355627,-1.12060087,0.043906129,-1.083268274,0.066011086,0.210409601,-0.002099027
1.68600027,-0.030348999,-0.003511875,-0.048325203,0.086427416,0.288664537,0.181015531,0.295563736,0.166249883,-0.044728217,0.068439558,0.011032459,-0.095402655,0.02594131,-0.092421143,-0.154845166,0.551667108,-0.161470402,0.548582996,0.02295954,-0.093017446,0.299704871,0.034660813,0.187834863,0.009718392,-1.121197295,-0.058008834,-1.084592864,-0.03735194,0.210208868,0.014706886
1.738391672,-0.030123592,-0.00509638,-0.047866806,0.084889192,0.285928339,0.190197282,0.292722172,0.175383041,-0.044316418,0.066892077,0.016010139,-0.094694493,0.029062549,-0.092119377,-0.173476024,0.549865848,-0.179496349,0.547115344,0.026452067,-0.0926344,0.2974802,0.050299246,0.18646996,0.026430915,-1.113050005,-0.1577673,-1.07704398,-0.138359749,0.208672009,0.031204585
1.790782744,-0.029815571,-0.006666916,-0.047356646,0.0833583,0.282883162,0.199335262,0.289581633,0.184477823,-0.043846685,0.065353257,0.020943936,-0.09372678,0.03214885,-0.091542292,-0.191898332,0.546421191,-0.197322646,0.54398501,0.029907867,-0.091979189,0.294440154,0.065799814,0.183642551,0.042751207,-1.096172934,-0.255184404,-1.060636429,-0.236844165,0.205802071,0.047360928
1.843173385,-0.02942578,-0.008219178,-0.046795507,0.081839274,0.279533694,0.208402417,0.286146679,0.193506879,-0.043319816,0.063827583,0.025820327,-0.092502168,0.035175851,-0.090696708,-0.20996667,0.541373853,-0.214801737,0.539235621,0.033304746,-0.0910578,0.290593066,0.081120035,0.179354048,0.058644615,-1.070574608,-0.350053079,-1.035380349,-0.332612454,0.201601851,0.063139699
1.895563496,-0.028955287,-0.009748913,-0.046184582,0.080336527,0.275887046,0.217372399,0.282424323,0.20244361,-0.042736978,0.062319439,0.030625946,-0.091024014,0.038119205,-0.089590055,-0.227535721,0.534768179,-0.231786201,0.532914215,0.036620553,-0.089876847,0.285949483,0.096217907,0.173605077,0.074072797,-1.036258672,-0.442144788,-1.001282048,-0.425448252,0.196073958,0.07850182
1.94795298,-0.028405382,-0.011251926,-0.045525467,0.078854344,0.271952751,0.226219634,0.278424039,0.211262235,-0.042099705,0.06083309,0.035347621,-0.089296369,0.040954574,-0.088230431,-0.244460199,0.526652504,-0.248128708,0.525071629,0.039833183,-0.088443618,0.280522132,0.111052052,0.166395763,0.08899394,-0.993225869,-0.531209956,-0.958346259,-0.515112338,0.189221037,0.093405563
2.000341744,-0.027777571,-0.012724098,-0.044820165,0.077396869,0.267742761,0.234919386,0.274157751,0.219937852,-0.041409901,0.059372676,0.039972412,-0.08732397,0.043657618,-0.086626658,-0.260594829,0.51707949,-0.263682014,0.515762871,0.042920577,-0.08676612,0.274325892,0.125581814,0.1577263,0.10336283,-0.941477347,-0.616978699,-0.906579411,-0.601343545,0.181046219,0.107806627
2.052729697,-0.027073577,-0.014161395,-0.044071083,0.075968092,0.263271451,0.243447838,0.26963984,0.228446515,-0.040669837,0.057942195,0.04448764,-0.085112221,0.046204011,-0.08478834,-0.275794393,0.506106467,-0.278299034,0.505047481,0.045860737,-0.084853116,0.267377746,0.139767365,0.147597825,0.117130917,-0.881019912,-0.699161218,-0.845995031,-0.683859389,0.17155381,0.121658207
2.105116753,-0.026295328,-0.015559876,-0.043281036,0.074571836,0.258555615,0.251782169,0.264887133,0.23676531,-0.039882149,0.056545494,0.048880931,-0.082667186,0.048569458,-0.082725919,-0.289913885,0.493795756,-0.291833017,0.49298988,0.048631753,-0.082714172,0.259696735,0.153569828,0.136013696,0.130246358,-0.811873587,-0.777448038,-0.776621496,-0.762356547,0.160750304,0.134911051
2.157502827,-0.025444957,-0.016915709,-0.042453241,0.073211744,0.253614459,0.25990064,0.259918901,0.24487244,-0.039049839,0.055186253,0.053140243,-0.079995566,0.050729754,-0.080450726,-0.302808811,0.480214999,-0.304137882,0.479659716,0.051211851,-0.080359694,0.251303913,0.166951363,0.122981213,0.142654064,-0.734081959,-0.851510353,-0.698512602,-0.836511443,0.148645753,0.147513522
2.209887841,-0.024524795,-0.018225177,-0.041591318,0.071891259,0.248469589,0.267782686,0.254756838,0.252747314,-0.038176268,0.053867972,0.057253901,-0.077104683,0.05266086,-0.077975038,-0.314335695,0.465437476,-0.31506875,0.465132191,0.053579468,-0.077800967,0.242222284,0.179875288,0.108513926,0.154295796,-0.647725909,-0.921000558,-0.61176156,-0.905981023,0.135255597,0.159411694
2.26227172,-0.023537365,-0.019484691,-0.040699284,0.070613616,0.24314499,0.275409013,0.249425037,0.260370644,-0.037265155,0.052593955,0.061210631,-0.074002462,0.054339038,-0.075312128,-0.324352838,0.449542409,-0.324482747,0.449488381,0.055713357,-0.075050195,0.232476745,0.192306187,0.092634613,0.165110336,-0.552941387,-0.985553209,-0.516518983,-0.97040398,0.120603039,0.170549506
2.314654395,-0.022485373,-0.020690799,-0.039781551,0.069381816,0.237666987,0.282761698,0.24394995,0.267724542,-0.03632057,0.051367293,0.064999586,-0.070697406,0.055741031,-0.07247631,-0.332721417,0.432615249,-0.332240138,0.432815521,0.057592742,-0.072120529,0.222094,0.204209991,0.075378989,0.175033815,-0.449941572,-1.044787049,-0.413015229,-1.029403049,0.10472199,0.18086905
2.367035801,-0.021371702,-0.021840194,-0.038842909,0.068198614,0.232064183,0.289824297,0.23836032,0.27479263,-0.035346923,0.050190853,0.068610381,-0.067198572,0.056844317,-0.069482984,-0.339306992,0.41474791,-0.338205878,0.415207241,0.05919753,-0.069026101,0.211102505,0.215554075,0.056800243,0.184000258,-0.339043967,-1.098308278,-0.301587585,-1.082588533,0.087660695,0.190311021
2.419415879,-0.020199405,-0.022929728,-0.037888519,0.0670665,0.226367372,0.296581951,0.232687088,0.281560142,-0.034348951,0.049067254,0.072033121,-0.063515552,0.05762744,-0.066348658,-0.3439815,0.39603894,-0.342251654,0.396763736,0.060508576,-0.065782037,0.199532394,0.226307336,0.0369744,0.191942448,-0.220702355,-1.145715683,-0.182712148,-1.129563697,0.069485998,0.198815426
2.471794574,-0.018971695,-0.023956412,-0.036923885,0.065987678,0.220609413,0.303021502,0.226963261,0.28801404,-0.033331701,0.04799886,0.075258423,-0.059658441,0.058070446,-0.063090965,-0.346625826,0.376593583,-0.344258488,0.377591817,0.061508041,-0.06240446,0.187415382,0.236440305,0.016006336,0.19879326,-0.095542777,-1.186608583,-0.057039521,-1.169932933,0.050288145,0.206322669
2.524171838,-0.017691937,-0.024917434,-0.035954827,0.064964049,0.214825053,0.3091316,0.221223727,0.294143118,-0.032300504,0.046987753,0.078277446,-0.055637809,0.058155411,-0.059728642,-0.34713299,0.35652368,-0.344119964,0.357804802,0.062179818,-0.058910475,0.17478468,0.245925211,-0.005963744,0.204487534,0.035597895,-1.220598021,0.074567114,-1.203313129,0.03018594,0.212775068
2.576547627,-0.016363639,-0.025810158,-0.034987445,0.063997195,0.209050695,0.314902811,0.215505017,0.299938112,-0.031260939,0.046035724,0.081081917,-0.051464679,0.05786709,-0.056281477,-0.345411988,0.335947356,-0.341746089,0.337522187,0.062510056,-0.055318118,0.161674907,0.254736051,-0.028753887,0.208964604,0.171633593,-1.247321882,0.210994428,-1.229348893,0.009331871,0.218118892
2.628921905,-0.014990442,-0.026632139,-0.034028064,0.063088356,0.203324095,0.320327719,0.209844997,0.305391798,-0.030218794,0.045144257,0.083664147,-0.047150487,0.057193658,-0.052770213,-0.341392229,0.314988415,-0.337067739,0.316869028,0.062487756,-0.051646268,0.14812199,0.262848678,-0.052134758,0.212171595,0.311195372,-1.266464519,0.350846327,-1.24773218,-0.012083409,0.222307009
2.681294639,-0.013576108,-0.027381123,-0.033083172,0.062238424,0.197683982,0.325401013,0.204282474,0.310499074,-0.029180014,0.044314515,0.086017061,-0.042707059,0.056127533,-0.049216378,-0.335028469,0.293775369,-0.330041579,0.295974956,0.062105438,-0.047914514,0.134163079,0.270240852,-0.075825763,0.214067452,0.452608365,-1.277780901,0.49242216,-1.258226337,-0.033827995,0.22530213
2.733665805,-0.012124516,-0.028055058,-0.032159343,0.061447924,0.19216959,0.330119552,0.198856729,0.315257028,-0.028150632,0.043547328,0.088134207,-0.038146574,0.054666249,-0.045642055,-0.326305978,0.272440033,-0.320655197,0.274972761,0.06135984,-0.044142959,0.119836435,0.27689231,-0.099494195,0.214627645,0.593886633,-1.281124596,0.633712922,-1.26069389,-0.055628068,0.227080575
2.786035381,-0.010639644,-0.028652095,-0.031263141,0.060717012,0.186820111,0.334482408,0.193606956,0.319664976,-0.027136696,0.042843191,0.090009783,-0.033481532,0.052813295,-0.042069564,-0.315245594,0.25111563,-0.3089321,0.253996488,0.060252593,-0.040351958,0.105181328,0.282784835,-0.122758742,0.213849269,0.73275408,-1.27647826,0.772423438,-1.25512676,-0.077170726,0.227636376
2.838403352,-0.009125561,-0.029170599,-0.03040102,0.060045472,0.181674061,0.338490869,0.188571627,0.32372446,-0.026144183,0.042202258,0.091638649,-0.028724719,0.050578866,-0.038521056,-0.301908155,0.229934386,-0.294936079,0.233179028,0.058790823,-0.036561789,0.090237927,0.287902267,-0.145198536,0.211756104,0.866698538,-1.263983865,0.906027377,-1.241676241,-0.098111241,0.226985328
2.890769711,-0.007586418,-0.029609148,-0.029579203,0.059432724,0.176768586,0.342148397,0.183787793,0.327439209,-0.0251789,0.04162435,0.09301634,-0.023889174,0.047980395,-0.035018033,-0.286397731,0.209024645,-0.278774343,0.212649239,0.056987584,-0.032792261,0.075047192,0.292230576,-0.166368533,0.208403027,0.993063486,-1.243969003,1.031859387,-1.220679115,-0.118085385,0.225168528
2.943134453,-0.006026433,-0.029966541,-0.028803559,0.058877839,0.172138724,0.345460541,0.179290345,0.330815043,-0.024246389,0.041108963,0.09413908,-0.01898815,0.04504279,-0.0315808,-0.268862994,0.188507611,-0.260598809,0.192528685,0.054862048,-0.029062271,0.05965076,0.295757901,-0.185821143,0.203879039,1.109177234,-1.216964945,1.147244016,-1.192675713,-0.136726759,0.222254803
2.995497579,-0.004449882,-0.030241797,-0.028079483,0.058379562,0.167816672,0.348434783,0.175111276,0.333859723,-0.023351817,0.04065529,0.09500379,-0.014035081,0.041798255,-0.028227888,-0.249496182,0.168493891,-0.240604985,0.172928179,0.052439362,-0.025389327,0.044090833,0.298474574,-0.203132948,0.198308149,1.212512383,-1.183711937,1.24965421,-1.158415471,-0.153688189,0.218341429
3.047859097,-0.002861086,-0.030434163,-0.027411774,0.05793635,0.163831081,0.351080339,0.171278981,0.336582745,-0.022499891,0.040262248,0.095608102,-0.009043543,0.03828565,-0.024975478,-0.228529239,0.149080076,-0.219028061,0.153944365,0.049750141,-0.021789091,0.028410052,0.300373153,-0.217934005,0.191847493,1.300860714,-1.145147961,1.33688468,-1.118846208,-0.168665191,0.213552623
3.100219018,-0.001264401,-0.030543111,-0.026804538,0.057546413,0.160206454,0.353407896,0.167817652,0.338995072,-0.021694766,0.039928508,0.095950359,-0.004027217,0.034549353,-0.02183689,-0.206227065,0.130345669,-0.196136117,0.135656622,0.046829554,-0.018274956,0.012651394,0.301448429,-0.229936206,0.184682394,1.372502488,-1.102379237,1.407219476,-1.07508534,-0.181418683,0.208035603
-3.130607949,0.000335798,-0.030568342,-0.026261104,0.057207765,0.156962665,0.355429306,0.1647468,0.341108834,-0.020939979,0.039652544,0.096029623,0.001000147,0.030637694,-0.018822172,-0.182878151,0.11235065,-0.17222077,0.1181246,0.04371608,-0.014857709,-0.003141937,0.301697449,-0.238956662,0.17701855,1.426346055,-1.056633564,1.459570111,-1.028373972,-0.191793716,0.201954336
-3.07825117,0.001935124,-0.030509788,-0.025783976,0.056918282,0.154114661,0.357157245,0.162080959,0.342936974,-0.020238411,0.039432668,0.095845676,0.00602477,0.026601077,-0.015937845,-0.158783349,0.095133959,-0.147585963,0.10138668,0.040449997,-0.011545323,-0.018926652,0.301119535,-0.24492989,0.169071695,1.4620005,-1.009192206,1.493545011,-0.980007762,-0.199729236,0.195481045
-3.025895925,0.003529194,-0.030367608,-0.025374816,0.056675762,0.15167236,0.35860486,0.159829579,0.344492896,-0.019592269,0.039267088,0.095399023,0.011032879,0.022489894,-0.01318683,-0.134243498,0.078713007,-0.122535587,0.085459533,0.037071719,-0.008342893,-0.034659491,0.299716281,-0.247919795,0.1610601,1.479851426,-0.961366243,1.509531866,-0.931338658,-0.205267612,0.188791482
-2.973542187,0.005113639,-0.030142193,-0.025034459,0.056477984,0.149640747,0.35978541,0.157997127,0.345790096,-0.019003094,0.039153949,0.094690887,0.016010748,0.018352587,-0.01056849,-0.109547664,0.06308404,-0.097361821,0.070337887,0.033620246,-0.005252648,-0.050297334,0.297491523,-0.248105567,0.15318109,1.480956454,-0.914341705,1.508592989,-0.883520791,-0.208543901,0.182043094
-2.921189922,0.006684115,-0.029834161,-0.024762961,0.056322763,0.148020162,0.360711932,0.156583378,0.346841826,-0.0184718,0.039091379,0.093723211,0.020944733,0.014233782,-0.008079012,-0.084962277,0.048224246,-0.072334149,0.055997527,0.030131668,-0.002274269,-0.065797314,0.294451362,-0.245753804,0.145623671,1.466919027,-0.869231741,1.492324309,-0.837742221,-0.209762471,0.175389215
-2.868839095,0.008236318,-0.029444354,-0.024559678,0.056208005,0.146806753,0.361396934,0.155583858,0.347660783,-0.017998733,0.039077533,0.092498645,0.02582131,0.010172953,-0.005711734,-0.060722956,0.034093854,-0.047691245,0.042396696,0.026638092,0.000594869,-0.081116948,0.29060413,-0.241210416,0.138540851,1.439798976,-0.826955738,1.462791934,-0.794926041,-0.209191696,0.168953541
-2.816489666,0.009765994,-0.028973843,-0.024423356,0.056131743,0.145993041,0.361852143,0.154990418,0.348258841,-0.017583741,0.039110626,0.091020548,0.030627112,0.006203462,-0.003457659,-0.037028836,0.020639162,-0.023635217,0.029479294,0.02316688,0.00335929,-0.096214246,0.285960373,-0.234860081,0.132057234,1.401893225,-0.788256403,1.422299846,-0.755842648,-0.207130896,0.162837919
-2.764141593,0.01126895,-0.028423917,-0.024352241,0.05609218,0.145568549,0.362088297,0.154791863,0.348646845,-0.017226257,0.039188961,0.089292969,0.035348967,0.002352107,-0.001305987,-0.014039877,0.007795712,-0.000328823,0.017178066,0.01974028,0.006024999,-0.111047828,0.280532817,-0.227100738,0.126264987,1.355577107,-0.753683705,1.373236528,-0.721064704,-0.203890146,0.157118627
-2.711794831,0.012741067,-0.027796083,-0.024344185,0.056087708,0.145520464,0.362114991,0.154974618,0.348834445,-0.016925389,0.03931095,0.087320645,0.039973934,-0.001360981,0.000755349,0.008123779,-0.00450883,0.022105398,0.005417574,0.016375344,0.008599069,-0.125577039,0.274336335,-0.218299222,0.121227204,1.303036568,-0.723560139,1.317785032,-0.690939106,-0.19975464,0.151847784
-2.659449332,0.014178309,-0.027092061,-0.024396758,0.056116928,0.145834273,0.361940574,0.155523367,0.348829993,-0.016679999,0.03947513,0.08510898,0.044489334,-0.00492151,0.002739252,0.029376775,-0.016350763,0.043579623,-0.005882019,0.013084588,0.011089269,-0.139762045,0.267387928,-0.208866258,0.116975366,1.246734678,-0.69823311,1.258499324,-0.665815063,-0.195045417,0.147057888
-2.607105047,0.015576737,-0.026313783,-0.02450734,0.05617866,0.146494348,0.361572093,0.156421647,0.348640476,-0.01648878,0.039680171,0.082664038,0.048882793,-0.00832117,0.004658987,0.049669543,-0.027809771,0.064042788,-0.016804029,0.009875871,0.013503748,-0.153563976,0.259706623,-0.199056056,0.113526572,1.188176837,-0.677644849,1.196847264,-0.64566184,-0.189957635,0.142762532
-2.554761925,0.016932518,-0.025463379,-0.024673214,0.056271945,0.147484459,0.361015267,0.157652372,0.348271493,-0.016350323,0.03992488,0.07999252,0.053142267,-0.011556192,0.006527904,0.06897957,-0.038965446,0.083471152,-0.027431898,0.006753551,0.015850777,-0.166944998,0.251313484,-0.189147852,0.110875487,1.129034297,-0.66182131,1.134557068,-0.63050703,-0.184707279,0.13896306
-2.502419913,0.018241936,-0.024543183,-0.024891632,0.056396048,0.148788208,0.360274493,0.159198267,0.347727255,-0.016263173,0.040208202,0.077101747,0.057256082,-0.014626713,0.008359181,0.08730769,-0.049896442,0.101864925,-0.037848208,0.003718979,0.018138561,-0.179868433,0.242231509,-0.179346745,0.109006218,1.070531007,-0.650664282,1.072885794,-0.620255782,-0.179451081,0.13565127
-2.450078956,0.019501402,-0.023555715,-0.025159875,0.056550447,0.150389362,0.359352875,0.161042223,0.347010613,-0.016225874,0.040529215,0.073999644,0.061212961,-0.017535885,0.010165657,0.1046727,-0.060679402,0.119242854,-0.048133553,0.000771221,0.020375118,-0.192298862,0.232485589,-0.169807917,0.107895,1.013593213,-0.644031289,1.01279395,-0.614765235,-0.174306105,0.132813112
-2.397738998,0.020707464,-0.022503683,-0.025475295,0.056734834,0.152272122,0.358252257,0.163167563,0.346123097,-0.016236998,0.040887131,0.070694714,0.065002061,-0.02028905,0.011959736,0.121106504,-0.071388364,0.135637361,-0.058365889,-0.002092297,0.022568201,-0.204202219,0.222102445,-0.160640656,0.107513731,0.958873329,-0.64175545,0.954967622,-0.613864746,-0.169352968,0.130431468
-2.345399982,0.021856816,-0.02138997,-0.025835347,0.056949102,0.154421297,0.356973278,0.165558235,0.345064961,-0.016295169,0.041281288,0.067196014,0.068612994,-0.022893025,0.013753339,0.136649782,-0.082094477,0.151090183,-0.068620198,-0.004875218,0.02472527,-0.215545875,0.211110536,-0.151913426,0.107832808,0.906780003,-0.643660025,0.899846585,-0.617371225,-0.164639915,0.128488348
-2.293061852,0.022946308,-0.020217628,-0.026237609,0.05719334,0.15682242,0.355515411,0.168198932,0.343835235,-0.01639908,0.041711146,0.063513134,0.072035864,-0.025355472,0.015557892,0.151348266,-0.092865956,0.165648604,-0.078968399,-0.007581751,0.026853486,-0.226298729,0.19953999,-0.143660376,0.108823066,0.857517048,-0.649570924,0.847662877,-0.625102095,-0.160188045,0.126966447
